455707.977,5426283.01
455708.715,5426283.8
455709.453,5426284.59
455710.191,5426285.38
455710.929,5426286.18
455711.667,5426286.97
455712.405,5426287.76
455713.143,5426288.55
455713.881,5426289.34
455714.619,5426290.14
455715.357,5426290.93
455716.094,5426291.69
455716.831,5426292.3
455717.568,5426292.91
455718.304,5426293.53
455719.041,5426294.14
455719.777,5426294.75
455720.514,5426295.37
455721.25,5426295.98
455721.987,5426296.59
455722.722,5426297.11
455723.458,5426297.63
455724.194,5426298.14
455724.93,5426298.66
455725.665,5426299.17
455726.401,5426299.68
455727.137,5426300.2
455727.873,5426300.71
455728.608,5426301.23
455729.344,5426301.74
455730.08,5426302.26
455730.816,5426302.76
455731.551,5426303.21
455732.286,5426303.66
455733.021,5426304.11
455733.756,5426304.56
455734.492,5426305
455735.227,5426305.45
455735.962,5426305.9
455736.697,5426306.35
455737.433,5426306.8
455738.168,5426307.25
455738.903,5426307.7
455739.638,5426308.14
455740.373,5426308.59
455741.109,5426309.04
455741.844,5426309.49
455742.579,5426309.94
455743.314,5426310.39
455744.049,5426310.84
455744.785,5426311.28
455745.52,5426311.73
455746.255,5426312.18
455746.99,5426312.63
455747.726,5426313.08
455748.461,5426313.53
455749.196,5426313.98
455749.931,5426314.42
455750.666,5426314.87
455751.402,5426315.32
455752.137,5426315.78
455752.872,5426316.24
455753.607,5426316.7
455754.343,5426317.16
455755.078,5426317.62
455755.813,5426318.08
455756.549,5426318.54
455757.284,5426319
455758.019,5426319.46
455758.755,5426319.92
455759.49,5426320.38
455760.225,5426320.84
455760.961,5426321.37
455761.697,5426321.96
455762.434,5426322.55
455763.17,5426323.13
455763.906,5426323.72
455764.643,5426324.3
455765.379,5426324.89
455766.115,5426325.48
455766.852,5426326.06
455767.588,5426326.65
455768.324,5426327.23
455769.06,5426327.82
455769.798,5426328.51
455770.535,5426329.28
455771.273,5426330.05
455772.011,5426330.83
455772.749,5426331.6
455773.487,5426332.37
455774.224,5426333.15
455774.962,5426333.92
455775.7,5426334.69
455776.439,5426335.58
455777.178,5426336.5
455777.917,5426337.42
455778.655,5426338.34
455779.394,5426339.26
455780.133,5426340.18
455780.872,5426341.1
455781.613,5426342.25
455782.354,5426343.42
455783.095,5426344.59
455783.837,5426345.83
455784.579,5426347.15
455785.321,5426348.47
455786.063,5426349.79
455786.807,5426351.29
455787.551,5426352.94
455788.296,5426354.59
455856.685,5425645.88
455856.52,5425647
455856.355,5425648.11
455856.19,5425649.22
455856.025,5425650.33
455855.86,5425651.45
455855.695,5425652.56
455855.531,5425653.67
455855.366,5425654.79
455855.201,5425655.9
455855.036,5425657.01
455854.871,5425658.13
455854.706,5425659.24
455854.542,5425660.35
455854.377,5425661.47
455854.212,5425662.58
455854.047,5425663.69
455853.882,5425664.8
455853.717,5425665.92
455853.553,5425667.03
455853.388,5425668.14
455853.223,5425669.26
455853.058,5425670.37
455852.893,5425671.48
455852.728,5425672.6
455852.564,5425673.71
455852.399,5425674.82
455852.234,5425675.93
455852.069,5425677.05
455851.904,5425678.16
455851.739,5425679.27
455851.574,5425680.39
455851.41,5425681.5
455851.245,5425682.61
455851.08,5425683.73
455850.915,5425684.84
455850.75,5425685.95
455850.585,5425687.06
455850.421,5425688.18
455850.256,5425689.29
455850.091,5425690.4
455849.926,5425691.52
455849.761,5425692.63
455849.596,5425693.74
455849.432,5425694.86
455849.267,5425695.97
455849.102,5425697.08
455848.937,5425698.19
455848.772,5425699.31
455848.607,5425700.42
455848.443,5425701.53
455848.278,5425702.65
455848.113,5425703.76
455847.948,5425704.87
455847.783,5425705.99
455847.618,5425707.1
455847.454,5425708.21
455847.289,5425709.32
455847.124,5425710.44
455846.959,5425711.55
455846.794,5425712.66
455846.629,5425713.78
455846.465,5425714.89
455846.3,5425716
455846.135,5425717.12
455845.97,5425718.23
455845.805,5425719.34
455845.64,5425720.46
455845.476,5425721.57
455845.311,5425722.68
455845.146,5425723.79
455844.981,5425724.91
455844.816,5425726.02
455844.651,5425727.13
455844.487,5425728.25
455844.322,5425729.36
455844.157,5425730.47
455843.992,5425731.59
455843.827,5425732.7
455843.662,5425733.81
455843.497,5425734.92
455843.333,5425736.04
455843.168,5425737.15
455843.003,5425738.26
455842.838,5425739.38
455842.673,5425740.49
455842.508,5425741.6
455842.344,5425742.72
455842.179,5425743.83
455842.014,5425744.94
455841.849,5425746.05
455841.684,5425747.17
455841.519,5425748.28
455841.355,5425749.39
455841.19,5425750.51
455841.025,5425751.62
455840.86,5425752.73
455840.695,5425753.85
455840.53,5425754.96
455840.366,5425756.07
455840.201,5425757.18
455840.036,5425758.3
455839.871,5425759.41
455839.706,5425760.52
455839.541,5425761.64
455839.377,5425762.75
455839.212,5425763.86
455839.047,5425764.98
455838.882,5425766.09
455838.717,5425767.2
455838.552,5425768.32
455838.388,5425769.43
455838.223,5425770.54
455838.058,5425771.65
455837.893,5425772.77
455837.728,5425773.88
455837.563,5425774.99
455837.399,5425776.11
455837.234,5425777.22
455837.069,5425778.33
455836.904,5425779.45
455836.739,5425780.56
455836.574,5425781.67
455836.41,5425782.78
455836.245,5425783.9
455836.08,5425785.01
455835.915,5425786.12
455835.75,5425787.24
455835.586,5425788.35
455835.421,5425789.46
455835.256,5425790.58
455835.091,5425791.69
455834.926,5425792.8
455834.761,5425793.91
455834.597,5425795.03
455834.432,5425796.14
455834.267,5425797.25
455834.102,5425798.37
455833.937,5425799.48
455833.772,5425800.59
455833.608,5425801.71
455833.443,5425802.82
455833.278,5425803.93
455833.113,5425805.04
455832.948,5425806.16
455832.783,5425807.27
455832.619,5425808.38
455832.454,5425809.5
455832.289,5425810.61
455832.124,5425811.72
455831.959,5425812.84
455831.794,5425813.95
455831.63,5425815.06
455831.465,5425816.17
455831.3,5425817.29
455831.135,5425818.4
455830.97,5425819.51
455830.805,5425820.63
455830.641,5425821.74
455830.476,5425822.85
455830.311,5425823.97
455830.146,5425825.08
455829.981,5425826.19
455829.816,5425827.31
455829.652,5425828.42
455829.487,5425829.53
455829.322,5425830.64
455829.157,5425831.76
455828.992,5425832.87
455828.827,5425833.98
455828.663,5425835.1
455828.498,5425836.21
455828.333,5425837.32
455828.168,5425838.44
455828.003,5425839.55
455827.839,5425840.66
455827.674,5425841.77
455827.509,5425842.89
455827.344,5425844
455827.179,5425845.11
455827.014,5425846.23
455826.85,5425847.34
455826.685,5425848.45
455826.52,5425849.57
455826.355,5425850.68
455826.19,5425851.79
455826.025,5425852.9
455825.861,5425854.02
455825.696,5425855.13
455825.531,5425856.24
455825.366,5425857.36
455825.201,5425858.47
455825.036,5425859.58
